"species_code","date_added_on","tag_count"
"CHSP","2019-12-11","37"
"SWTH","2023-04-28","37"
"RWBL","2024-02-21","37"
"AMRO","2023-01-04","37"
"CANG","2021-11-12","37"
"AMRE","2024-12-16","37"
"RWBL","2022-11-15","37"
"WTSP","2022-11-06","37"
"CANG","2024-01-02","37"
"NAWA","2024-01-23","37"
"ATSP","2024-01-22","37"
"HETH","2022-11-11","37"
"GCKI","2024-03-22","36"
"SAVS","2024-11-19","36"
"BLPW","2024-11-24","36"
"HETH","2020-03-30","36"
"REVI","2021-11-19","36"
"NOWA","2024-11-22","36"
"FOSP","2024-02-20","36"
"SWTH","2024-03-15","36"
"COYE","2022-01-07","36"
"LESA","2024-01-10","36"
"LISP","2019-11-25","36"
"LISP","2024-11-14","36"
"PAWA","2024-11-09","36"
"YRWA","2024-07-13","36"
"RWBL","2024-12-09","36"
"CHSP","2021-10-18","36"
"AMRO","2022-01-09","36"
"YRWA","2022-11-12","36"
"HETH","2024-04-19","36"
"RWBL","2019-01-21","36"
"MAWA","2020-11-05","36"
"OVEN","2020-05-31","36"
"WISN","2022-01-20","36"
"ALFL","2020-03-30","36"
"NAWA","2025-01-07","36"
"OVEN","2023-01-13","36"
"CANG","2023-11-18","36"
"RWBL","2020-03-15","36"
"RWBL","2019-11-26","36"
"YRWA","2024-03-21","36"
"SAVS","2019-11-26","36"
"FISP","2023-03-10","36"
"MAWA","2024-12-07","36"
"SWTH","2022-11-08","36"
"FOSP","2021-11-09","36"
"WCSP","2024-01-28","36"
"RWBL","2024-11-03","36"
"OVEN","2024-02-22","36"
"NOWA","2022-12-12","36"
"CSWA","2022-01-12","36"
"YEWA","2024-10-16","36"
"YEWA","2025-04-03","36"
"REVI","2021-10-18","36"
"GCKI","2023-03-23","36"
"ALFL","2022-03-05","36"
"OVEN","2025-03-26","36"
"SWTH","2023-02-04","36"
"SAVS","2023-01-29","36"
"SWTH","2022-12-30","36"
"FOSP","2024-02-07","36"
"RCKI","2022-12-28","36"
"FOSP","2022-02-10","36"
"MAWR","2023-11-20","36"
"YRWA","2022-12-06","36"
"COLO","2024-11-21","36"
"LEFL","2018-09-28","36"
"COYE","2025-01-02","36"
"YBFL","2023-01-07","36"
"ATSP","2024-01-29","36"
"BAWW","2022-11-16","36"
"OCWA","2024-11-11","36"
"COLO","2023-01-19","36"
"GCKI","2022-03-03","36"
"LEYE","2024-01-16","36"
"SWTH","2022-01-12","36"
"HETH","2022-11-10","36"
"GCKI","2022-11-21","36"
"LEFL","2021-11-05","36"
"RCKI","2024-12-12","36"
"WIWR","2022-12-22","36"
"WEME","2020-03-03","36"
"HETH","2025-01-14","36"
"MAWA","2023-11-20","36"
"HETH","2023-03-03","36"
"TOWA","2021-10-17","36"
"TOWA","2024-03-22","36"
"BARS","2019-03-15","36"
"RCKI","2024-12-10","36"
"AMRE","2021-03-11","36"
"COYE","2024-12-12","36"
"RCKI","2020-05-21","36"
"TEWA","2023-01-16","36"
"SAVS","2020-03-21","36"
"GCKI","2025-01-16","36"
"RWBL","2018-12-28","36"
"OVEN","2024-04-19","36"
"SWSP","2024-01-11","36"
"REVI","2023-01-14","36"
"AMRE","2022-01-11","36"
"MAWA","2024-02-15","36"
"WTSP","2019-12-14","36"
"SWSP","2024-11-16","36"
"COYE","2024-12-23","36"
"DEJU","2024-02-07","36"
"REVI","2024-04-15","36"
"BLBW","2023-01-16","36"
"BCCH","2022-01-06","36"
"WIWR","2023-01-02","36"
"MAWA","2022-12-27","36"
"ALFL","2022-03-07","36"
"FOSP","2023-01-18","36"
"WTSP","2021-10-19","36"
"WISN","2022-12-03","36"
"YERA","2023-10-18","36"
"REVI","2020-05-26","36"
"SWTH","2023-03-10","36"
"WIWA","2024-01-08","36"
"ATSP","2024-01-18","36"
"DEJU","2020-03-29","36"
"AMRO","2022-02-09","36"
"NHWR","2018-10-25","36"
"SWTH","2023-09-06","36"
"CANG","2021-10-29","36"
"AMRE","2025-01-02","36"
"RCKI","2024-11-08","36"
"WIWR","2023-03-23","36"
"WTSP","2024-07-30","36"
"YRWA","2024-04-12","36"
"SWTH","2021-11-19","36"
"AMRE","2022-11-18","36"
"WTSP","2018-10-09","36"
"NAWA","2022-12-14","36"
"CONI","2024-11-26","36"
"ALFL","2020-03-26","36"
"COYE","2023-11-09","36"
"RWBL","2024-12-13","36"
"SWSP","2024-10-15","36"
"SWTH","2024-09-02","36"
"COYE","2024-12-13","36"
"LEYE","2024-01-07","36"
"SOSP","2025-01-05","36"
"NAWA","2022-11-12","36"
"OVEN","2023-01-05","36"
"SWTH","2019-11-13","36"
"OVEN","2025-01-14","36"
"COYE","2023-02-21","36"
"OVEN","2020-03-12","36"
"YRWA","2021-08-01","36"
"REDP","2023-11-21","36"
"SAVS","2024-01-18","36"
"DEJU","2024-03-18","36"
"LCSP","2019-03-20","36"
"FOSP","2023-12-27","36"
"VEER","2022-01-03","36"
"OVEN","2024-12-26","36"
"YRWA","2019-01-25","36"
"SWSP","2024-10-14","36"
"WTSP","2019-12-11","36"
"HETH","2023-12-06","36"
"FOSP","2023-11-18","36"
"PAWA","2022-11-28","36"
"CSWA","2023-12-04","36"
"YEWA","2023-03-06","36"
"MAWA","2025-01-09","36"
"HETH","2020-04-14","36"
"CANG","2023-11-02","36"
"COLO","2024-01-18","36"
"TOWA","2024-03-21","36"
"WTSP","2019-01-22","36"
"SWTH","2020-03-23","36"
"DEJU","2022-11-29","36"
"TEWA","2018-12-17","36"
"RUGR","2021-07-22","36"
"WTSP","2018-10-04","36"
"COYE","2024-02-10","36"
"RCKI","2023-02-03","36"
"HETH","2024-01-01","36"
"WISN","2020-04-21","36"
"CHSP","2024-02-08","36"
"AMRE","2022-01-03","36"
"RWBL","2018-09-20","36"
"COYE","2024-02-05","36"
"SOSP","2022-11-19","36"
"WTSP","2023-04-28","36"
"COLO","2024-01-30","36"
"CONI","2023-02-19","36"
"ALFL","2024-11-11","36"
"MAWA","2023-02-03","36"
"WTSP","2021-12-10","36"
"RWBL","2024-02-14","36"
"NAWA","2025-01-08","36"
"NOWA","2024-01-02","36"
"MAWR","2023-11-07","36"
"YEWA","2020-04-01","36"
"COYE","2022-12-22","36"
"UPSA","2020-10-02","36"
"RCKI","2023-12-05","36"
"YRWA","2024-02-10","36"
"CHSP","2020-05-21","36"
"WTSP","2022-01-29","36"
"RCKI","2023-02-25","36"
"TEWA","2023-02-03","36"
"FOSP","2024-03-14","36"
"SOSP","2020-03-29","36"
"DEJU","2023-02-03","36"
"SWSP","2025-01-07","36"
"YBFL","2023-01-14","36"
"HETH","2022-04-04","36"
"REVI","2024-10-25","36"
"YEWA","2023-03-27","36"
"WTSP","2019-01-14","36"
"AMCR","2023-10-26","36"
"SWTH","2024-11-06","36"
"OVEN","2021-12-29","36"
"WIWA","2024-01-09","36"
"RCKI","2023-11-25","36"
"HETH","2020-03-25","36"
"OVEN","2024-04-17","36"
"WAVI","2018-12-02","36"
"WTSP","2023-10-18","36"
"COYE","2022-11-16","36"
"YEWA","2021-11-20","36"
"SWSP","2024-12-13","36"
"AMRO","2020-04-17","36"
"OVEN","2023-12-02","35"
"HETH","2021-01-04","35"
"REVI","2021-12-28","35"
"YEWA","2023-03-22","35"
"WIWR","2023-11-15","35"
"YRWA","2019-04-17","35"
"SAVS","2022-03-12","35"
"YEWA","2023-11-22","35"
"CONI","2024-12-03","35"
"RWBL","2018-12-27","35"
"WCSP","2024-11-28","35"
"PISI","2023-02-13","35"
"SWTH","2024-01-20","35"
"NAWA","2023-10-10","35"
"REVI","2023-02-28","35"
"ATSP","2024-01-11","35"
"BTNW","2022-11-14","35"
"COYE","2025-01-04","35"
"CAJA","2023-01-10","35"
"CHSP","2022-01-15","35"
"AMRE","2021-12-29","35"
"RWBL","2024-12-24","35"
"REVI","2024-12-31","35"
"GCKI","2024-11-03","35"
"OVEN","2020-03-13","35"
"BLBW","2023-12-04","35"
"LISP","2024-11-08","35"
"LISP","2023-11-28","35"
"CHSP","2019-11-25","35"
"OSFL","2022-12-12","35"
"COYE","2024-12-02","35"
"VESP","2024-03-13","35"
"AMRO","2022-01-04","35"
"GRYE","2022-11-29","35"
"REVI","2018-12-16","35"
"YRWA","2024-01-16","35"
"MAWR","2020-12-06","35"
"SAVS","2024-11-27","35"
"HETH","2023-03-10","35"
"WTSP","2024-07-31","35"
"WTSP","2022-01-21","35"
"HETH","2021-10-18","35"
"DEJU","2022-03-09","35"
"SWTH","2023-10-24","35"
"WISN","2024-11-14","35"
"PAWA","2024-01-02","35"
"WTSP","2023-12-29","35"
"SWTH","2022-11-11","35"
"YBFL","2024-01-09","35"
"WEME","2023-01-26","35"
"WIWA","2023-01-20","35"
"COYE","2022-11-22","35"
"WCSP","2023-12-07","35"
"GCKI","2021-10-30","35"
"YBFL","2022-02-15","35"
"AMCR","2023-10-30","35"
"COYE","2020-04-18","35"
"COYE","2024-10-16","35"
"YRWA","2024-01-20","35"
"WTSP","2020-12-16","35"
"REVI","2018-10-28","35"
"YBSA","2019-03-18","35"
"RCKI","2022-02-08","35"
"YERA","2024-02-24","35"
"NOWA","2022-03-07","35"
"RWBL","2024-12-11","35"
"WISN","2020-03-11","35"
"REVI","2021-12-26","35"
"LEYE","2024-01-27","35"
"AMRO","2022-02-08","35"
"WTSP","2022-01-22","35"
"AMRE","2023-03-04","35"
"YEWA","2023-12-14","35"
"WTSP","2021-05-24","35"
"ALFL","2022-11-24","35"
"WCSP","2024-02-04","35"
"SWTH","2021-11-06","35"
"NAWA","2024-04-16","35"
"WWCR","2023-04-26","35"
"REVI","2025-01-01","35"
"YRWA","2024-01-02","35"
"FOSP","2023-01-19","35"
"SAVS","2022-11-21","35"
"YRWA","2020-03-23","35"
"LISP","2022-12-27","35"
"CONI","2024-11-29","35"
"WIWA","2024-11-24","35"
"OVEN","2021-11-24","35"
"COYE","2022-12-15","35"
"WIWR","2024-12-08","35"
"SWTH","2018-10-10","35"
"AMRE","2024-12-07","35"
"OSFL","2022-12-15","35"
"WIWR","2023-02-25","35"
"GCKI","2022-11-16","35"
"WTSP","2018-10-27","35"
"YRWA","2020-03-21","35"
"SWTH","2023-05-31","35"
"SWSP","2024-02-11","35"
"COYE","2023-10-31","35"
"WTSP","2020-04-05","35"
"WEME","2024-12-09","35"
"BTNW","2023-11-14","35"
"DEJU","2022-11-12","35"
"WTSP","2023-11-04","35"
"SAVS","2024-11-05","35"
"GCKI","2023-01-04","35"
"SWTH","2023-04-18","35"
"CHSP","2018-10-08","35"
"SWTH","2024-01-22","35"
"WTSP","2024-03-11","35"
"WISN","2021-11-27","35"
"PISI","2021-10-26","35"
"RWBL","2019-03-01","35"
"BLPW","2024-12-04","35"
"NAWA","2023-01-18","35"
"SWSP","2024-11-27","35"
"COYE","2023-01-17","35"
"CONI","2024-01-26","35"
"RWBL","2018-11-28","35"
"DEJU","2022-12-02","35"
"WTSP","2020-03-08","35"
"TEWA","2024-11-13","35"
"RCKI","2020-05-17","35"
"WTSP","2020-03-19","35"
"FOSP","2022-12-19","35"
"WEME","2019-10-15","35"
"SWTH","2024-11-14","35"
"WTSP","2021-05-07","35"
"CCSP","2018-12-15","35"
"COYE","2022-11-17","35"
"SWSP","2020-04-13","35"
"WIWR","2024-11-23","35"
"WTSP","2021-10-17","35"
"LISP","2022-11-15","35"
"BTNW","2022-03-09","35"
"YRWA","2024-02-01","35"
"ALFL","2022-12-26","35"
"SWSP","2023-11-09","35"
"OVEN","2022-01-19","35"
"BTNW","2023-01-04","35"
"AMRO","2024-02-14","35"
"REVI","2020-04-11","35"
"CONI","2024-01-22","35"
"NAWA","2022-11-18","35"
"SWTH","2022-03-10","35"
"WEME","2020-08-19","35"
"COYE","2023-01-10","35"
"AMRE","2022-03-07","35"
"WTSP","2024-03-02","35"
"ALFL","2022-11-15","35"
"MOWA","2023-02-22","35"
"LEYE","2024-01-30","35"
"YEWA","2020-12-22","35"
"VEER","2023-12-12","35"
"MAWA","2023-03-19","35"
"LEFL","2020-03-29","35"
"BLPW","2023-12-19","35"
"AMRO","2024-03-12","35"
"BLPW","2022-03-08","35"
"SAVS","2018-12-06","35"
"AMRO","2021-11-12","35"
"AMRO","2020-04-01","35"
"CANG","2022-08-27","35"
"SWSP","2024-01-25","35"
"RBGR","2020-11-18","35"
"CONI","2024-01-23","35"
"WISN","2023-11-25","35"
"YRWA","2023-12-22","35"
"GCKI","2024-11-04","35"
"NAWA","2023-03-21","35"
"GCKI","2022-03-07","35"
"SOSP","2023-03-19","35"
"WIWR","2023-01-14","35"
"PISI","2021-10-15","35"
"BAOW","2019-03-15","35"
"ALFL","2018-11-09","35"
"PISI","2021-10-06","35"
"YEWA","2024-02-20","35"
"REVI","2025-01-21","35"
"CAJA","2024-01-29","35"
"LISP","2023-01-02","35"
"RBNU","2025-04-03","35"
"YBFL","2023-01-06","35"
"AMRO","2024-03-05","35"
"HETH","2020-12-30","35"
"YRWA","2022-12-27","35"
"SWTH","2023-10-26","35"
"AMRO","2025-01-10","35"
"GCKI","2023-01-26","35"
"COYE","2023-01-05","35"
"VEER","2024-11-01","35"
"AMRO","2021-11-04","35"
"RCKI","2024-02-11","35"
"TEWA","2020-06-04","35"
"WTSP","2023-03-08","35"
"SWTH","2019-01-22","35"
"YRWA","2019-03-03","35"
"SWTH","2021-11-20","35"
"REVI","2024-02-23","35"
"WTSP","2022-01-16","35"
"TEWA","2022-01-20","35"
"NAWA","2023-06-16","35"
"DEJU","2022-11-16","35"
"RCKI","2023-01-25","35"
"REVI","2024-03-24","35"
"SWSP","2020-03-30","35"
"YBFL","2024-01-08","35"
"CHSP","2023-12-06","35"
"OVEN","2022-11-06","35"
"AMRO","2022-02-10","35"
"NAWA","2022-12-02","35"
"COYE","2022-11-10","35"
"ALFL","2022-12-19","35"
"YBFL","2025-01-12","35"
"NAWA","2024-12-20","35"
"NOFL","2024-11-04","35"
"MAWR","2023-11-06","35"
"NAWA","2024-03-26","35"
"RCKI","2020-05-29","35"
"YRWA","2024-11-30","35"
"REVI","2020-03-13","35"
"WTSP","2023-12-28","35"
"WCSP","2024-11-11","35"
"TEWA","2023-04-23","35"
"ATSP","2024-01-17","35"
"CAJA","2024-11-17","35"
"CAJA","2024-01-05","35"
"RCKI","2024-02-07","35"
"BAIS","2019-10-15","35"
"MAWA","2023-02-25","35"
"REVI","2024-08-12","35"
"RWBL","2024-09-30","35"
"REVI","2022-03-13","35"
"LEFL","2022-03-02","35"
"CAJA","2024-01-16","34"
"SWSP","2022-12-02","34"
"SOSP","2025-01-06","34"
"AMRE","2022-11-21","34"
"TEWA","2021-09-08","34"
"TEWA","2024-01-14","34"
"OSFL","2022-12-19","34"
"AMRO","2020-07-27","34"
"TEWA","2018-09-22","34"
"SWTH","2019-01-25","34"
"WIPT","2023-11-10","34"
"CAJA","2024-02-02","34"
"CAJA","2023-12-20","34"
"WTSP","2022-09-20","34"
"CHSP","2020-12-12","34"
"AMCR","2024-02-06","34"
"OVEN","2021-06-11","34"
"RBGR","2021-11-18","34"
"REVI","2023-12-22","34"
"CCSP","2023-10-25","34"
"SAVS","2024-02-08","34"
"SWTH","2019-12-06","34"
"WTSP","2024-05-02","34"
"AMCR","2024-02-05","34"
"BBWA","2020-11-29","34"
"SWSP","2024-12-06","34"
"CCSP","2019-03-04","34"
"TEWA","2023-03-05","34"
"AMRO","2019-02-15","34"
"AMRE","2020-03-17","34"
"WTSP","2020-08-11","34"
"YEWA","2020-05-25","34"
"REVI","2023-01-04","34"
"RWBL","2020-03-21","34"
"SWTH","2020-03-28","34"
"VEER","2023-03-20","34"
"CAJA","2024-01-23","34"
"PAWA","2019-03-06","34"
"RWBL","2024-02-27","34"
"BLPW","2024-01-21","34"
"SWSP","2024-01-17","34"
"WTSP","2021-06-01","34"
"BTNW","2023-11-16","34"
"REVI","2022-12-13","34"
"SWTH","2024-01-10","34"
"WISN","2021-10-15","34"
"MAWA","2023-01-23","34"
"SWTH","2021-09-11","34"
"REVI","2021-11-20","34"
"LEYE","2024-01-08","34"
"AMRO","2023-03-17","34"
"AMCR","2024-11-05","34"
"SWTH","2022-11-13","34"
"HETH","2020-12-28","34"
"SOSP","2022-11-14","34"
"RCKI","2020-03-12","34"
"VESP","2019-03-04","34"
"CHSP","2024-02-06","34"
"WCSP","2024-02-03","34"
"PAWA","2022-12-10","34"
"CHSP","2023-11-27","34"
"AMRE","2023-02-21","34"
"TOWA","2021-10-26","34"
"MAWA","2024-02-10","34"
"SWTH","2022-02-14","34"
"SWTH","2022-04-02","34"
"WCSP","2019-12-29","34"
"YBFL","2023-12-19","34"
"AMRO","2024-10-23","34"
"COYE","2024-11-13","34"
"SWTH","2022-12-31","34"
"AMRO","2023-03-06","34"
"LISP","2020-04-01","34"
"REVI","2020-04-13","34"
"WIWR","2023-12-06","34"
"SWTH","2020-03-07","34"
"HETH","2023-12-15","34"
"COYE","2024-10-26","34"
"HETH","2023-12-23","34"
"REVI","2020-03-17","34"
"SAVS","2018-12-28","34"
"BRSP","2020-10-02","34"
"SWTH","2020-09-16","34"
"AMRO","2022-03-25","34"
"LISP","2023-12-24","34"
"ALFL","2024-01-31","34"
"DEJU","2021-10-12","34"
"AMCR","2020-03-30","34"
"BAIS","2019-03-18","34"
"CCSP","2021-11-15","34"
"GRYE","2024-11-27","34"
"BLPW","2024-11-21","34"
"MAWA","2023-02-07","34"
"WIWA","2023-12-04","34"
"CANG","2021-11-15","34"
"WTSP","2018-10-01","34"
"YRWA","2024-03-18","34"
"YRWA","2024-12-14","34"
"OSFL","2022-12-11","34"
"NAWA","2022-11-24","34"
"VEER","2021-11-29","34"
"BLJA","2022-11-19","34"
"COYE","2022-12-19","34"
"AMRO","2021-09-27","34"
"MAWA","2023-02-17","34"
"COLO","2023-11-23","34"
"WTSP","2022-10-04","34"
"REVI","2023-12-16","34"
"HETH","2020-03-31","34"
"COYE","2022-01-04","34"
"BLPW","2023-12-25","34"
"SOSP","2019-03-06","34"
"RCKI","2023-11-21","34"
"SWSP","2024-12-12","34"
"WIWR","2022-12-14","34"
"YEWA","2024-10-23","34"
"RCKI","2022-01-06","34"
"YRWA","2019-03-04","34"
"YBFL","2022-04-02","34"
"HETH","2024-02-22","34"
"AMRE","2022-11-11","34"
"CANG","2024-01-24","34"
"AMRO","2024-03-28","34"
"OVEN","2023-12-16","34"
"HETH","2018-10-04","34"
"RCKI","2023-01-15","34"
"RCKI","2022-12-26","34"
"WIWR","2022-11-11","34"
"CCSP","2021-10-14","34"
"PISI","2022-01-15","34"
"WIWR","2023-03-20","34"
"COYE","2024-01-09","34"
"TEWA","2018-09-30","34"
"WISN","2022-12-09","34"
"YRWA","2021-11-01","34"
"BAIS","2020-08-19","34"
"LISP","2024-01-28","34"
"OVEN","2025-01-04","34"
"RBGR","2021-10-28","34"
"WTSP","2020-04-02","34"
"ALFL","2024-10-30","34"
"SWTH","2024-09-12","34"
"SWTH","2022-09-19","34"
"SWTH","2022-11-03","34"
"RWBL","2019-03-02","34"
"BTNW","2024-03-04","34"
"LISP","2023-12-31","34"
"WTSP","2018-10-30","34"
"YEWA","2019-03-07","34"
"CHSP","2021-11-21","34"
"OVEN","2020-10-29","34"
"YBFL","2022-12-16","34"
"OVEN","2020-03-14","34"
"AMRE","2024-02-27","34"
"SWTH","2023-02-15","34"
"NAWA","2024-01-22","34"
"FOSP","2024-02-09","34"
"OVEN","2023-01-19","34"
"LEBI","2023-03-25","34"
"RUBL","2024-01-31","34"
"GRAJ","2020-12-30","34"
"GCKI","2023-01-14","34"
"CORA","2021-08-03","34"
"RCKI","2024-12-13","34"
"SACR","2022-12-13","34"
"CAJA","2024-01-27","34"
"SWTH","2020-03-08","34"
"OVEN","2023-03-10","34"
"COYE","2023-10-25","34"
"CCSP","2024-11-06","34"
"MAWA","2024-10-30","34"
"AMCR","2022-01-06","34"
"WEME","2018-12-27","34"
"OVEN","2023-01-29","34"
"WAVI","2023-11-28","34"
"OSFL","2022-12-27","34"
"SAVS","2022-12-24","34"
"ALFL","2023-02-07","34"
"YBFL","2022-02-18","34"
"CSWA","2025-01-02","34"
"DEJU","2021-08-01","34"
"GCKI","2022-11-19","34"
"NAWA","2024-02-03","34"
"CHSP","2020-03-10","34"
"SWTH","2022-01-04","34"
"YRWA","2022-12-24","34"
"COLO","2023-01-04","34"
"RCKI","2024-01-30","34"
"DEJU","2022-03-03","34"
"OVEN","2023-03-17","34"
"RCKI","2024-02-08","34"
"HETH","2023-03-01","34"
"MAWA","2022-12-19","34"
"CANG","2024-11-18","34"
"LISP","2022-12-30","34"
"RCKI","2023-01-08","34"
"SWTH","2020-07-17","34"
"CAJA","2022-12-15","34"
"WTSP","2021-03-19","34"
"TEWA","2020-04-11","34"
"RCKI","2024-02-15","34"
"OVEN","2021-09-09","34"
"VATH","2021-07-28","34"
"RWBL","2022-01-09","34"
"YEWA","2019-03-08","34"
"ATSP","2024-02-01","34"
"REVI","2020-04-18","34"
"CCSP","2021-11-09","34"
"WWCR","2024-12-03","34"
"NAWA","2023-08-05","34"
"WCSP","2024-11-22","34"
"CCSP","2018-12-26","34"
"WCSP","2024-12-10","34"
"ALFL","2024-11-19","34"
"VESP","2020-03-03","34"
"WTSP","2022-11-03","34"
"SWTH","2022-12-17","34"
"AMRO","2020-03-15","34"
"CHSP","2023-12-13","34"
"SWSP","2023-01-13","34"
"WTSP","2024-04-30","34"
"GRYE","2024-11-17","34"
"COYE","2023-01-16","34"
"GCKI","2024-04-13","34"
"CCSP","2020-03-09","34"
"WIWR","2024-01-12","34"
"SWTH","2024-03-08","34"
"TEWA","2018-10-02","34"
"CONW","2023-01-19","34"
"SAVS","2024-12-03","34"
"REVI","2021-12-27","34"
"TEWA","2020-04-30","34"
"HETH","2023-12-14","34"
"SWSP","2024-02-07","34"
"BAWW","2022-11-15","34"
"WIWR","2022-12-19","34"
"LISP","2023-12-22","34"
"CSWA","2022-11-08","34"
"SOSP","2023-10-11","34"
"CONI","2023-02-07","34"
"REVI","2020-12-30","34"
"AMRO","2020-03-22","34"
"WTSP","2024-05-06","34"
"YRWA","2018-10-07","34"
"SWTH","2022-02-07","34"
"CHSP","2020-09-25","34"
"CCSP","2020-03-06","34"
"BTNW","2023-12-06","34"
"NOWA","2023-01-26","34"
"YRWA","2024-01-29","34"
"RWBL","2024-02-22","34"
"TEWA","2023-04-18","34"
"SOSP","2023-03-09","34"
"YEWA","2023-10-26","34"
"WEME","2023-11-16","33"
"RCKI","2021-11-04","33"
"AMRE","2023-11-14","33"
"LEYE","2024-12-04","33"
"DEJU","2024-12-01","33"
"AMRO","2023-11-20","33"
"MAWA","2023-02-28","33"
"HETH","2024-10-30","33"
"SWTH","2018-12-18","33"
"YRWA","2024-12-12","33"
"HETH","2018-10-10","33"
"CSWA","2024-12-07","33"
"BLPW","2024-11-30","33"
"RCKI","2020-06-04","33"
"SAVS","2024-01-27","33"
"REVI","2021-01-04","33"
"REVI","2020-03-24","33"
"WISN","2021-12-10","33"
"COYE","2024-11-30","33"
"YEWA","2021-12-08","33"
"SACR","2024-01-09","33"
"CCLO","2023-01-25","33"
"WWCR","2024-11-24","33"
"NHWR","2024-02-08","33"
"LISP","2018-10-04","33"
"YRWA","2018-09-26","33"
"YRWA","2023-11-18","33"
"YRWA","2020-12-30","33"
"HETH","2023-04-23","33"
"COLO","2023-11-21","33"
"PAWA","2024-01-28","33"
"OVEN","2021-02-16","33"
"PBGR","2023-03-24","33"
"YRWA","2025-01-14","33"
"COYE","2024-02-09","33"
"NOWA","2023-12-28","33"
"HETH","2020-07-17","33"
"WWCR","2023-05-27","33"
"WISN","2021-11-29","33"
"WIWA","2024-02-02","33"
"SAVS","2022-12-27","33"
"DEJU","2021-09-29","33"
"GCKI","2023-02-23","33"
"CCSP","2018-12-12","33"
"OVEN","2020-05-14","33"
"LEYE","2024-02-04","33"
"YBFL","2023-11-25","33"
"TEWA","2019-04-17","33"
"DEJU","2023-01-30","33"
"OVEN","2024-01-23","33"
"DEJU","2021-11-10","33"
"WIWR","2024-12-04","33"
"REVI","2025-03-26","33"
"YRWA","2020-05-25","33"
"ALFL","2024-11-30","33"
"HETH","2024-03-11","33"
"REVI","2021-03-22","33"
"WTSP","2021-01-20","33"
"YEWA","2024-12-10","33"
"RWBL","2020-03-10","33"
"RBGR","2021-11-29","33"
"SWTH","2018-09-21","33"
"SOSP","2024-10-16","33"
"VEER","2025-01-03","33"
"AMRO","2022-12-27","33"
"GCKI","2022-11-22","33"
"REVI","2025-01-16","33"
"TEWA","2024-08-14","33"
"ALFL","2021-11-05","33"
"REVI","2024-01-24","33"
"LISP","2023-04-18","33"
"COLO","2023-01-23","33"
"HETH","2023-03-21","33"
"ALFL","2024-11-27","33"
"SOSP","2023-12-11","33"
"SWTH","2020-03-12","33"
"REVI","2023-03-11","33"
"SOSP","2024-12-18","33"
"RWBL","2018-12-09","33"
"HETH","2023-11-26","33"
"TEWA","2024-04-20","33"
"OVEN","2024-04-12","33"
"HETH","2023-12-29","33"
"COYE","2023-01-21","33"
"OVEN","2024-04-16","33"
"YRWA","2023-11-13","33"
"RWBL","2021-11-22","33"
"WIWR","2024-11-03","33"
"WTSP","2022-10-23","33"
"DEJU","2020-03-25","33"
"REVI","2023-01-30","33"
"BLPW","2022-02-09","33"
"NAWA","2023-04-24","33"
"AMRE","2018-11-13","33"
"HETH","2025-01-20","33"
"CORA","2020-01-29","33"
"BLBW","2023-12-12","33"
"SOSP","2024-02-08","33"
"OVEN","2024-02-23","33"
"VEER","2019-03-15","33"
"CEDW","2022-11-21","33"
"YEWA","2024-02-12","33"
"CORA","2024-11-04","33"
"ALFL","2022-12-20","33"
"SWTH","2021-03-16","33"
"CHSP","2021-02-07","33"
"SORA","2019-03-18","33"
"HETH","2024-02-25","33"
"HETH","2024-02-09","33"
"OVEN","2022-11-29","33"
"CSWA","2022-11-22","33"
"ALFL","2023-01-27","33"
"LISP","2022-12-10","33"
"YRWA","2021-10-17","33"
"NAWA","2024-02-05","33"
"GRSP","2022-07-25","33"
"WISN","2022-02-07","33"
"VEER","2024-12-13","33"
"WEME","2024-03-05","33"
"SAVS","2024-01-16","33"
"RWBL","2022-11-10","33"
"SAVS","2022-12-13","33"
"CSWA","2024-10-27","33"
"AMRO","2021-11-10","33"
"PAWA","2023-01-06","33"
"YRWA","2024-01-07","33"
"ATTW","2019-03-14","33"
"YRWA","2020-03-28","33"
"CAJA","2024-01-02","33"
"CCSP","2019-12-11","33"
"AMCR","2025-01-04","33"
"GCKI","2022-11-15","33"
"WTSP","2023-11-12","33"
"NHWR","2020-03-25","33"
"YRWA","2022-12-20","33"
"FOSP","2022-04-04","33"
"WISN","2024-01-01","33"
"MAWA","2023-01-02","33"
"REVI","2023-05-31","33"
"WEME","2019-02-25","33"
"CSWA","2024-12-06","33"
"HETH","2023-12-22","33"
"YRWA","2019-11-25","33"
"YRWA","2021-09-25","33"
"LISP","2023-12-29","33"
"RCKI","2020-03-29","33"
"VEER","2023-12-06","33"
"COYE","2024-11-22","33"
"YEWA","2025-01-03","33"
"CANG","2023-12-18","33"
"CCSP","2020-05-28","33"
"WISN","2023-01-20","33"
"ATSP","2024-02-02","33"
"CONI","2024-11-30","33"
"AMCR","2022-11-19","33"
"YEWA","2024-11-25","33"
"OVEN","2024-03-22","33"
"CCSP","2020-03-04","33"
"OVEN","2018-10-28","33"
"REVI","2020-04-30","33"
"CANG","2024-01-05","33"
"GRYE","2023-01-26","33"
"WISN","2023-11-05","33"
"OVEN","2022-11-05","33"
"LISP","2018-10-08","33"
"VEER","2023-12-15","33"
"REVI","2020-11-06","33"
"NAWA","2023-12-07","33"
"LISP","2019-11-29","33"
"SWTH","2022-03-06","33"
"SWTH","2024-04-14","33"
"SWTH","2024-09-22","33"
